BenchmarkSnapshot/2_x_524_kB-10      	       1	   4732708 ns/op	   1050983 bytes	        10.00 calls	18704616 B/op	    6345 allocs/op
BenchmarkSnapshot/2_x_524_kB-10      	       1	   4304416 ns/op	   1050983 bytes	        10.00 calls	18753488 B/op	    6392 allocs/op
BenchmarkSnapshot/2_x_524_kB-10      	       1	   4812583 ns/op	   1050983 bytes	        10.00 calls	18738136 B/op	    6350 allocs/op
BenchmarkSnapshot/2_x_524_kB-10      	       1	   4679709 ns/op	   1050983 bytes	        10.00 calls	18181904 B/op	    6402 allocs/op
BenchmarkSnapshot/4_x_524_kB-10      	       1	   6606916 ns/op	   2101267 bytes	        16.00 calls	35641632 B/op	    7847 allocs/op
BenchmarkSnapshot/4_x_524_kB-10      	       1	   6491708 ns/op	   2101267 bytes	        16.00 calls	36764824 B/op	    7871 allocs/op
BenchmarkSnapshot/4_x_524_kB-10      	       1	   6775083 ns/op	   2101275 bytes	        16.00 calls	34423104 B/op	    7859 allocs/op
BenchmarkSnapshot/4_x_524_kB-10      	       1	   7125666 ns/op	   2101267 bytes	        16.00 calls	36068344 B/op	    7860 allocs/op
BenchmarkSnapshot/4_x_524_kB-10      	       1	   6537625 ns/op	   2101275 bytes	        16.00 calls	35022368 B/op	    7834 allocs/op
BenchmarkSnapshot/4_x_524_kB-10      	       1	   6467542 ns/op	   2101271 bytes	        16.00 calls	35668408 B/op	    7864 allocs/op
BenchmarkSnapshot/8_x_524_kB-10      	       1	  11147458 ns/op	   4201863 bytes	        28.00 calls	69654368 B/op	   10733 allocs/op
BenchmarkSnapshot/8_x_524_kB-10      	       1	  10066000 ns/op	   4201863 bytes	        28.00 calls	71436152 B/op	   10754 allocs/op
BenchmarkSnapshot/8_x_524_kB-10      	       1	  10726583 ns/op	   4201863 bytes	        28.00 calls	70781472 B/op	   10715 allocs/op
BenchmarkSnapshot/8_x_524_kB-10      	       1	   9727542 ns/op	   4201851 bytes	        28.00 calls	69701480 B/op	   10712 allocs/op
BenchmarkSnapshot/8_x_524_kB-10      	       1	   9928791 ns/op	   4201863 bytes	        28.00 calls	71164128 B/op	   10728 allocs/op
BenchmarkSnapshot/8_x_524_kB-10      	       1	   9926083 ns/op	   4201859 bytes	        28.00 calls	69707352 B/op	   10718 allocs/op
BenchmarkSnapshot/16_x_524_kB-10     	       1	  20482791 ns/op	   8403049 bytes	        52.00 calls	136519176 B/op	   16405 allocs/op
BenchmarkSnapshot/16_x_524_kB-10     	       1	  18515000 ns/op	   8403041 bytes	        52.00 calls	138295256 B/op	   16396 allocs/op
BenchmarkSnapshot/16_x_524_kB-10     	       1	  16484875 ns/op	   8403053 bytes	        52.00 calls	137644624 B/op	   16379 allocs/op
BenchmarkSnapshot/16_x_524_kB-10     	       1	  16545125 ns/op	   8403057 bytes	        52.00 calls	136108544 B/op	   16322 allocs/op
BenchmarkSnapshot/16_x_524_kB-10     	       1	  17225958 ns/op	   8403049 bytes	        52.00 calls	134859024 B/op	   16109 allocs/op
BenchmarkSnapshot/16_x_524_kB-10     	       1	  17201292 ns/op	   8403049 bytes	        52.00 calls	135917136 B/op	   16222 allocs/op
BenchmarkSnapshot/checkpoints.json-10         	       1	  77579125 ns/op	   3117131 bytes	      1831 calls	97914960 B/op	 1453474 allocs/op
BenchmarkSnapshot/checkpoints.json-10         	       1	  71812666 ns/op	   3117023 bytes	      1831 calls	96951880 B/op	 1452970 allocs/op
BenchmarkSnapshot/checkpoints.json-10         	       1	  71825166 ns/op	   3117091 bytes	      1831 calls	96805608 B/op	 1452668 allocs/op
BenchmarkSnapshot/checkpoints.json-10         	       1	  72770542 ns/op	   3115035 bytes	      1830 calls	96930376 B/op	 1452810 allocs/op
BenchmarkSnapshot/checkpoints.json-10         	       1	  72522125 ns/op	   3117145 bytes	      1831 calls	96780088 B/op	 1453244 allocs/op
BenchmarkSnapshot/checkpoints.json-10         	       1	  72693084 ns/op	   3117005 bytes	      1831 calls	96732464 B/op	 1451847 allocs/op
BenchmarkSnapshot/parallel.json-10            	       1	 268241917 ns/op	  11533320 bytes	      7363 calls	320483224 B/op	 4801342 allocs/op
BenchmarkSnapshot/parallel.json-10            	       1	 244687125 ns/op	  11533426 bytes	      7363 calls	318712928 B/op	 4800903 allocs/op
BenchmarkSnapshot/parallel.json-10            	       1	 247243167 ns/op	  11533376 bytes	      7363 calls	318750312 B/op	 4803239 allocs/op
BenchmarkSnapshot/parallel.json-10            	       1	 242039833 ns/op	  11533284 bytes	      7363 calls	318755152 B/op	 4802284 allocs/op
BenchmarkSnapshot/parallel.json-10            	       1	 243666875 ns/op	  11533166 bytes	      7363 calls	318483128 B/op	 4802261 allocs/op
BenchmarkSnapshot/parallel.json-10            	       1	 237239375 ns/op	  11533316 bytes	      7363 calls	318554776 B/op	 4800563 allocs/op
